_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_,,,,,,,,,,,,,,,,,,,,,
2007,"Системы видеонаблюдения|IP-видеонаблюдение|Термокожухи, кронштейны, аксессуары",AXIS,AXIS DBH24K0F028 (0216-001),AXIS DBH24K0F028 (0216-001),AXIS DBH24K0F028 (0216-001),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS DBH24K0F028 (0216-001),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS DBH24K0F028 (0216-001),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,catalog/img/2007.jpg,,,,,,,,,,,,,,,,,,,,,
2008,"Системы видеонаблюдения|IP-видеонаблюдение|Термокожухи, кронштейны, аксессуары",AXIS,AXIS DBH24K0F022 (0216-011),AXIS DBH24K0F022 (0216-011),AXIS DBH24K0F022 (0216-011),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS DBH24K0F022 (0216-011),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS DBH24K0F022 (0216-011),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,catalog/img/2008.jpg,,,,,,,,,,,,,,,,,,,,,
2010,"Системы видеонаблюдения|IP-видеонаблюдение|Термокожухи, кронштейны, аксессуары",AXIS,AXIS DBH04 (0216-041),AXIS DBH04 (0216-041),AXIS DBH04 (0216-041),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS DBH04 (0216-041),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS DBH04 (0216-041),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,catalog/img/2010.jpg,,,,,,,,,,,,,,,,,,,,,
2011,"Системы видеонаблюдения|IP-видеонаблюдение|Термокожухи, кронштейны, аксессуары",AXIS,AXIS 216FD DropCeilingMount (5005-031),AXIS 216FD DropCeilingMount (5005-031),AXIS 216FD DropCeilingMount (5005-031),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS 216FD DropCeilingMount (5005-031),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS 216FD DropCeilingMount (5005-031),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",4350,catalog/img/2011.jpg,,,,,,,,,,,,,,,,,,,,,
2012,"Системы видеонаблюдения|IP-видеонаблюдение|Термокожухи, кронштейны, аксессуары",AXIS,AXIS 216FD DropCeilingMount (5005-041),AXIS 216FD DropCeilingMount (5005-041),AXIS 216FD DropCeilingMount (5005-041),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS 216FD DropCeilingMount (5005-041),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS 216FD DropCeilingMount (5005-041),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,catalog/img/2012.jpg,,,,,,,,,,,,,,,,,,,,,
2015,"Системы видеонаблюдения|IP-видеонаблюдение|Термокожухи, кронштейны, аксессуары",AXIS,AXIS 216FD-V Casing & DomeGlassClear (5005-051),AXIS 216FD-V Casing & DomeGlassClear (5005-051),AXIS 216FD-V Casing & DomeGlassClear (5005-051),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS 216FD-V Casing & DomeGlassClear (5005-051),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS 216FD-V Casing & DomeGlassClear (5005-051),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,catalog/img/2015.jpg,,,,,,,,,,,,,,,,,,,,,
2016,"Системы видеонаблюдения|IP-видеонаблюдение|Термокожухи, кронштейны, аксессуары",AXIS,AXIS 216FD-V Casing & DomeGlassSmoked (5005-061),AXIS 216FD-V Casing & DomeGlassSmoked (5005-061),AXIS 216FD-V Casing & DomeGlassSmoked (5005-061),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS 216FD-V Casing & DomeGlassSmoked (5005-061),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS 216FD-V Casing & DomeGlassSmoked (5005-061),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",AXIS 216FD-V Casing & DomeGlassSmoked (5005-061) - кожух с тонированным плафоном для изделия AXIS 216FD-V.,AXIS 216FD-V Casing & DomeGlassSmoked (5005-061) - кожух с тонированным плафоном для изделия AXIS 216FD-V.,0,catalog/img/2016.jpg,,,,,,,,,,,,,,,,,,,,,
2017,"Системы видеонаблюдения|IP-видеонаблюдение|Термокожухи, кронштейны, аксессуары",AXIS,AXIS 225 DropCeilingMount (5003-001),AXIS 225 DropCeilingMount (5003-001),AXIS 225 DropCeilingMount (5003-001),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS 225 DropCeilingMount (5003-001),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS 225 DropCeilingMount (5003-001),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Кронштейн-адаптер для установки изделия AXIS 225FD в фальш-потолок.,Кронштейн-адаптер для установки изделия AXIS 225FD в фальш-потолок.,7298,catalog/img/2017.jpg,,,,,,,,,,,,,,,,,,,,,
2022,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,AXIS,AXIS Video Server Rack (0192-002),AXIS Video Server Rack (0192-002),AXIS Video Server Rack (0192-002),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS Video Server Rack (0192-002),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS Video Server Rack (0192-002),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","АНАЛОГ ВЗАМЕН
Описание AXIS Video Server Rack (0192-002)AXIS Video Server Rack (0192-002) - корпус 19"" Rack Mount для установки до 12 энкодеров AXIS Blade.Технические характеристики AXIS Video Server Rack (0192-002)Габариты  482х132х300 мм (3U)
Питание  ","АНАЛОГ ВЗАМЕН
Описание AXIS Video Server Rack (0192-002)AXIS Video Server Rack (0192-002) - корпус 19"" Rack Mount для установки до 12 энкодеров AXIS Blade.Технические характеристики AXIS Video Server Rack (0192-002)Габариты  482х132х300 мм (3U)
Питание  100-240В(АС)",63847,catalog/img/2022.jpg,,,,,,,,,,,,,,,,,,,,,
2023,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,AXIS,AXIS 291 1U Video Server Rack (0267-002),AXIS 291 1U Video Server Rack (0267-002),AXIS 291 1U Video Server Rack (0267-002),"Системы видеонаблюдения,IP-видеонаблюдение,AXIS 291 1U Video Server Rack (0267-002),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,AXIS 291 1U Video Server Rack (0267-002),AXIS,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Описание AXIS 291 1U Video Server Rack (0267-002)Шасси AXIS 291 1U Video Server Rack (0267-002) разработан для удобства эксплуатации и быстрой замены и установки сетевых сверхтонких видеосерверов Axis. Шасси поддерживает до 3 взаимозаменяемых «лезвий» Axi,"Описание AXIS 291 1U Video Server Rack (0267-002)Шасси AXIS 291 1U Video Server Rack (0267-002) разработан для удобства эксплуатации и быстрой замены и установки сетевых сверхтонких видеосерверов Axis. Шасси поддерживает до 3 взаимозаменяемых «лезвий» Axis с возможностью «горячей замены» - не требуется отключения питания при установке и замене видеосерверов. Серверное rack-шасси имеет встроенный 1Гбит коммутатор, три контактных группы ввода/вывода с полудуплексным портом RS422/485. AXIS 291 1U Video Server Rack (0267-002) обеспечивает высокую надежность и функциональность с возможностью быстрой, гибкой и профессиональной установки. Работает со сверхтонкими (blade) видеосерверами Axis.Функциональные возможности AXIS 291 1U Video Server Rack (0267-002):Шасси AXIS 291 1U Video Server Rack (0267-002) – устройство, устанавливаемое в 19-дюймовую стойку, допускающее установку до трёх взаимозаменяемых сверхтонких видеосерверов Axis. Оно оснащено встроенным гигабитным коммутатором, что позволяет преобразовывать видео сигналы с аналоговых камер (от 1 до 12) в IP-видеопоток через один порт Ethernet.
В AXIS 291 1U Video Server Rack (0267-002) на тыльной панели каждого отсека имеются разъемы последовательного порта и порта цифрового ввода-вывода, а также встроенный блок питания. За счёт этого максимально упрощён монтаж. В шасси предусмотрена «горячая замена», установленных в него видеосерверов, т.е. для их монтажа или демонтажа не нужно отключать питание.
Компактная видеосерверная стойка AXIS 291 1U максимально упрощает работу технического персонала по установке видеосерверов. 
Сочетание видеосерверной стойки и сверхтонких видеосерверов AXIS позволяет перевести видеонаблюдение с аналогового на высокопроизводительные IP решения.
AXIS 291 1U Video Server Rack (0267-002) разработан для приложений в которых расширение предполагает не только увеличение количества каналов, но и использование камер различных типов. Это решение идеально подходит для аэропортов, гостиниц, вокзалов и т.д., где уже установлены аналоговые камеры.
Работает со следующими моделями ""лезвий"" - AXIS 240Q Blade, AXIS 241Q Blade, AXIS 241S Blade, AXIS 243Q Blade. Технические характеристики AXIS 291 1U Video Server Rack (0267-002)Цифровые входы/выходы	4/4 * 3
Порты	RS-485/422 * 3
Сеть Ethernet	10baseT/100baseTX/1000baseT
Встроенный детектор движения	В зависимости от моделей видеосерверов
Защита	В зависимости от моделей видеосерверов
Размеры [ШхВхГ]	483 x 48 х 345 мм (с монтажными скобами)
Температурный диапазон	5 - 50 ºCДокументация  AXIS 291 1U Video Server Rack (0267-002)Техническое описание AXIS 291 1U Video Server Rack

Инструкция пользователя AXIS 291 1U Video Server Rack - Руководство по установке
",29417,catalog/img/2023.jpg,,,,,,,,,,,,,,,,,,,,,
2029,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic WV-NW484SE,Panasonic WV-NW484SE,Panasonic WV-NW484SE,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic WV-NW484SE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic WV-NW484SE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","АНАЛОГ ВЗАМЕН: Panasonic WV-NW502SECетевая цветная купольная камера в антивандальном исполнении с функцией Super Dynamic III  *  Встроенный выход цифрового сигнала MPEG-4/JPEG при размере изображения, соответствующего стандарту VGA с количеством кадров в ","АНАЛОГ ВЗАМЕН: Panasonic WV-NW502SECетевая цветная купольная камера в антивандальном исполнении с функцией Super Dynamic III  *  Встроенный выход цифрового сигнала MPEG-4/JPEG при размере изображения, соответствующего стандарту VGA с количеством кадров в секунду до 30     * Двойной поток выходных данных MPEG-4/JPEG для одновременного наблюдения в реальном времени и записи с высоким разрешением изображения     * Прогрессивный выход с адаптивным чересстрочным/прогрессивным преобразованием движения позволяет четко видеть каждый кадр даже для движущегося объекта     * Технология Super Dynamic III обеспечивает динамический диапазон, расширенный в 128 раз по сравнению с обычными камерами     * Высокая чувствительность при использовании режима “День/Ночь”: 0,6 люкс (цветное изображение), 0,08 люкс (ч/б изображение) с прозрачным колпаком     * Адаптивное цифровое снижение шума - возможность выбора режимов 2D-DNR или 3D-DNR обеспечивает снижение шума в различных условиях     * 3,8-8,0 миллиметровый 2-кратный объектив с переменным фокусным расстоянием с 3-кратным оптическим увеличением     * Автоматическая регулировка заднего фокуса камеры (ABF) обеспечивает простоту установки и устойчивую фокусировку как в цветном, так и в ч/б режиме     * Механизм определения смены сцены (Scene Change Detection) автоматически подает сигнал тревоги при перекрывании объектива, окраски его с помощью аэрозоля, удалении объектива или выводе его из фокуса     * Детектор движения с 4 программируемыми зонами движения и 3 уровнями чувствительности     * Электронное повышение чувствительности (до 32 раз)     * Питание через Ethernet (PoE) IEEE 802.3af      * Автоматический стабилизатор изображения для таких мест установки, в которых присутствуют вибрация или ветер     * Встроенный слот SD-карты для записи по тревоге и резервирования в случае сбоев в сети     * Источники сигнала тревоги включают в себя команду тревоги по протоколу Panasonic, видеодетектора движения и терминального входа и могут активизировать различные действия, включая запись на SD?карту, передачу изображения по FTP, оповещение по электронной почте, индикацию тревоги, терминальный выход и выход данных по протоколу Panasonic     * Встроенный сетевой интерфейс (10Base-T/100Base-Tx)     * Функция многоэкранного изображения на дисплее: изображения от 8 камер могут отображаться на двух разных Quad-экранах (только для формата JPEG)     * Функция FTP-клиента позволяет регулярно пересылать изображения или передавать их по сигналу тревоги     * Максимальная скорость передачи данных для MPEG-4 (64 / 128 / 256 / 512 / 1024 / 2048 / 4096 кбит/сек и без ограничения) обеспечивает гибкое сетевое управление     * Поддерживаемые протоколы: TCP/IP, UDP/IP, HTTP, FTP, SMTP, DHCP, DNS, DDNS, NTP, RTP и SNMP     * Класс водо- и пыленепроницаемости IP66. Соответствует стандарту IEC60529     * Устройство удаления влаги для использования в различных погодных условиях     * Вандалозащищенная конструкция для обеспечения высокой надежности     * 3-мерный шарнир (поворот по вертикали, горизонтали и наклон) упрощает регулировку камеры     * Обогреватель (опция) поддерживает рабочую температуру от -30 С до +50 С даже при подаче питания через Ethernet (PoE)  ",0,catalog/img/2029.jpg,,,,,,,,,,,,,,,,,,,,,
2092,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Computar,Computar H0514-MP,Computar H0514-MP,Computar H0514-MP,"Системы видеонаблюдения,IP-видеонаблюдение,Computar H0514-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Computar H0514-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Описание Computar H0514-MPОбъективы Computar H0514-MP мегапиксельные с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной освещённостью.Использование объек,"Описание Computar H0514-MPОбъективы Computar H0514-MP мегапиксельные с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной освещённостью.Использование объектива Computar H0514-MP с фиксированным фокусным расстоянием обеспечивает качественное изображение от видеокамеры системы видеонаблюдения, находящейся в помещении со стабильными световыми условиями.Основными техническими особенностями и функциональными возможностями являются:стеклянные линзы с многослойным просветляющим покрытием,технология изготовления материала корпуса компенсируется температурными деформациями,антибликовый фильтр нейтральной плотности, увеличивающий максимальное значение диафрагмы,управление диафрагмой при помощи регулировочного кольца на объективе.Computar H0514-MP оснащён фильтром нейтральной оптической плотности для увеличения максимального значения диафрагмы. Это позволяет осуществлять избирательную фокусировку объектива.Видеокамеры системы видеонаблюдения, комплектуемые объективом Computar H0514-MP, имеют компактные размеры, что позволяет применять небольшие термокожухи для защиты от негативного воздействия низких температур.Технические характеристики Computar H0514-MPФоpмaт:	 1/2”
Фокусноe pacстояниe объeктивa:	 5,0 мм
Кpeплeниe объeктивa:	 C
Углы обзоpaпо гоpизонтaли   65º
Углы обзоpaпо вepтикaли:	  51º
Диафрагмы:  Ручная
Макс. апертура	1:1,4
Диапазон изменения диафрагмы	F1,4~16C
Диапазон резкости, м	   0,1 ~ бесконечность
Рабочая температура	-20°C + 50°C
Размеры	44,5х45,5 мм
Bec:	107 г",24934,catalog/img/2092.jpg,,,,,,,,,,,,,,,,,,,,,
2093,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Computar,Computar M0814-MP,Computar M0814-MP,Computar M0814-MP,"Системы видеонаблюдения,IP-видеонаблюдение,Computar M0814-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Computar M0814-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Описание Computar M0814-MPComputar M0814-MP 1-мегапиксельный объектив с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной освещённостью.Использование объе,"Описание Computar M0814-MPComputar M0814-MP 1-мегапиксельный объектив с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной освещённостью.Использование объектива Computar M0814-MP с фиксированным фокусным расстоянием обеспечивает качественное изображение от видеокамеры системы видеонаблюдения, находящейся в помещении со стабильными световыми условиями.Основными техническими особенностями и функциональными возможностями являются:стеклянные линзы с многослойным просветляющим покрытием,технология изготовления материала корпуса компенсируется температурными деформациями,антибликовый фильтр нейтральной плотности, увеличивающий максимальное значение диафрагмы,управление диафрагмой при помощи регулировочного кольца на объективе.Computar M0814-MP оснащён фильтром нейтральной оптической плотности для увеличения максимального значения диафрагмы. Это позволяет осуществлять избирательную фокусировку объектива.Технические характеристики Computar M0814-MPФоpмaт:	 2/3”
Фокусноe pacстояниe объeктивa:	 8,0 мм
Кpeплeниe объeктивa:	 C
Углы обзоpaпо гоpизонтaли   56º
Углы обзоpaпо вepтикaли:	  43.7º
Диафрагмы:  Ручная
Макс. апертура	1:1,4
Минимальное расстояние до объекта 0.3 м 
Расстояние от последней линзы до фокальной плоскости 13.1 мм 
Рабочая температура	-20°C + 50°C
Размеры	33,5х28,2 мм
Bec:	70 г",0,catalog/img/2093.jpg,,,,,,,,,,,,,,,,,,,,,
2094,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Computar,Computar M1214-MP,Computar M1214-MP,Computar M1214-MP,"Системы видеонаблюдения,IP-видеонаблюдение,Computar M1214-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Computar M1214-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Computar H0514-MP,АНАЛОГ ВЗАМЕН: Computar H0514-MP,0,catalog/img/2094.jpg,,,,,,,,,,,,,,,,,,,,,
2095,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Computar,Computar M1614-MP,Computar M1614-MP,Computar M1614-MP,"Системы видеонаблюдения,IP-видеонаблюдение,Computar M1614-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Computar M1614-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Computar M1614-MP2Описание Computar M1614-MPComputar M1614-MP 1-мегапиксельный объектив с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной,"АНАЛОГ ВЗАМЕН: Computar M1614-MP2Описание Computar M1614-MPComputar M1614-MP 1-мегапиксельный объектив с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной освещённостью.Использование объектива Computar M1614-MP с фиксированным фокусным расстоянием обеспечивает качественное изображение от видеокамеры системы видеонаблюдения, находящейся в помещении со стабильными световыми условиями.Основными техническими особенностями и функциональными возможностями являются:стеклянные линзы с многослойным просветляющим покрытием,технология изготовления материала корпуса компенсируется температурными деформациями.Computar M1614-MP оснащён антибликовым фильтром нейтральной оптической плотности для увеличения максимального значения диафрагмы. Это позволяет осуществлять избирательную фокусировку объектива.Технические характеристики Computar M1614-MPФоpмaт:	 2/3”
Фокусноe pacстояниe объeктивa:	 16,0 мм
Кpeплeниe объeктивa:	 C
Углы обзоpaпо гоpизонтaли  30.8° (22° для камер Arecont Vision) 
Углы обзоpaпо вepтикaли	  23.4º
Диафрагмы:  Ручная
Макс. апертура	1:1,4
Минимальное расстояние до объекта 0.3 м 
Расстояние от последней линзы до фокальной плоскости 13.1 мм 
Рабочая температура	-20°C + 50°C
Размеры	33,5х28,2 мм
Bec:	65 г",0,catalog/img/2095.jpg,,,,,,,,,,,,,,,,,,,,,
2096,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Computar,Computar M2514-MP,Computar M2514-MP,Computar M2514-MP,"Системы видеонаблюдения,IP-видеонаблюдение,Computar M2514-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Computar M2514-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Описание Computar M2514-MPComputar M2514-MP 1-мегапиксельный объектив с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной освещённостью.Использование объе,"Описание Computar M2514-MPComputar M2514-MP 1-мегапиксельный объектив с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной освещённостью.Использование объектива Computar M2514-MP с фиксированным фокусным расстоянием обеспечивает качественное изображение от видеокамеры системы видеонаблюдения, находящейся в помещении со стабильными световыми условиями.Основными техническими особенностями и функциональными возможностями являются:стеклянные линзы с многослойным просветляющим покрытием,технология изготовления материала корпуса компенсируется температурными деформациями.Computar M2514-MP оснащён антибликовым фильтром нейтральной оптической плотности для увеличения максимального значения диафрагмы. Это позволяет осуществлять избирательную фокусировку объектива.Технические характеристики Computar M2514-MPФоpмaт:	 2/3”
Фокусноe pacстояниe объeктивa:	 25,0 мм
Кpeплeниe объeктивa:	 C
Углы обзоpaпо гоpизонтaли  20° (15° для камер Arecont Vision) 
Углы обзоpaпо вepтикaли	 15.1º
Диафрагмы:  Ручная
Макс. апертура	1:1,4
Минимальное расстояние до объекта 0.3 м 
Расстояние от последней линзы до фокальной плоскости 13.1 мм 
Рабочая температура	-20°C + 50°C
Размеры	33,5х36 мм
Bec:	75 г",11390,catalog/img/2096.jpg,,,,,,,,,,,,,,,,,,,,,
2097,Системы видеонаблюдения|IP-видеонаблюдение|Объективы мегапиксельные,Computar,Computar M5018-MP,Computar M5018-MP,Computar M5018-MP,"Системы видеонаблюдения,IP-видеонаблюдение,Computar M5018-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Computar M5018-MP,Computar,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Computar M7528-MPОписание Computar M5018-MPComputar M5018-MP 1-мегапиксельный объектив с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной ,"АНАЛОГ ВЗАМЕН: Computar M7528-MPОписание Computar M5018-MPComputar M5018-MP 1-мегапиксельный объектив с фиксированным фокусным расстоянием используются в видеокамерах с электронной диафрагмой для видеонаблюдения внутри помещений с относительно постоянной освещённостью. Использование объектива с фиксированным фокусным расстоянием обеспечивает качественное изображение от видеокамеры системы видеонаблюдения, находящейся в помещении со стабильными световыми условиями.Основными техническими особенностями и функциональными возможностями являются:стеклянные линзы с многослойным просветляющим покрытием,технология изготовления материала корпуса компенсируется температурными деформациями. Computar M5018-MP оснащён антибликовым фильтром нейтральной оптической плотности для увеличения максимального значения диафрагмы. Это позволяет осуществлять избирательную фокусировку объектива.Технические характеристики Computar M5018-MPФоpмaт:	 2/3”
Фокусноe pacстояниe объeктивa:	 50,0 мм
Кpeплeниe объeктивa:	 C
Углы обзоpaпо гоpизонтaли  10.5° (8° для камер Arecont Vision) 
Углы обзоpaпо вepтикaли	 7.9º
Диафрагмы:  Ручная
Макс. апертура	1:1,8
Минимальное расстояние до объекта 0.5 м 
Расстояние от последней линзы до фокальной плоскости 13.1 мм 
Рабочая температура	-20°C + 50°C
Размеры	33,5х38,1 мм
Bec:	90 г",0,catalog/img/2097.jpg,,,,,,,,,,,,,,,,,,,,,
